Compound,Smiles,pka,prot_smiles,deprot_smiles,acid_base_type,acid_base_string,prot_charge,deprot_charge,CH_strength,XH_strength,HBA_strength,Hyd_Apolar,Hyd_Polar,Hyd,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,CCSO,NCSO,nA,nN,nD,nC,nF,nQ,nG,nH,nI,nP,nL,nK,nM,nT,nY,nV,nW,LipinskiFailures,nBase,ALogp2,nAcid,nRings4,nRings7,tpsaEfficiency,WTPT.5,PetitjeanNumber,MDEC.44,MDEO.11,MDEO.12,MDEN.11,MDEN.12,MDEN.13,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.tCH,khs.dsCH,khs.sssCH,khs.ddC,khs.dssC,khs.aaaC,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sPH2,khs.dsssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sssdAs,khs.sBr,khs.sI,HybRatio,FMF,SC.6,VC.4,VC.6,VCH.4,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,nHBDon,nHBAcc,apol
4672,O=C(N1CCC(c2ccncc2)CC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,5.800000191,O=C(N1CCC(c2cc[nH+]cc2)CC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,O=C(N1CCC(c2ccncc2)CC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,basic,B,1,0,13.9385,0,5.4252,-1.269813576,-26.35033461,-17.36465105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32931249,0,0,0,0.183427446,13.33002979,0.5,0,0.650697637,0,0,0,0,0.329316878,0.965489385,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.428571429,0.866666667,0.166666667,0.022807523,0.019006269,0,0.182990372,0,0,2,8,1,6,2,1,0,0,7,65.515825
4673,O=C(N1CCN(c2ccncc2Cl)CC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,5.800000191,O=C(N1CCN(c2ccncc2Cl)CC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,O=C(N1CCN(c2cc[nH+]cc2Cl)CC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,basic,B,1,0,14.182,0,6.2103,-1.252007648,-29.74189771,-20.18444073,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72323289,0,0,0,0.176861503,16.81169438,0.5,0,0.650697637,0,0,0,0,0.539404474,1.532618865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.4,0.838709677,0.166666667,0.022807523,0.019006269,0,0.188116273,0,0,2,9,0,8,0,0,0,0,8,65.702239
4674,O=C(N1CCOCC1)N1CCC(Oc2ccc3c(c2)CCN(C2CCC2)CC3)CC1,9.199999809,O=C(N1CCOCC1)N1CCC(Oc2ccc3c(c2)CC[NH+](C2CCC2)CC3)CC1,O=C(N1CCOCC1)N1CCC(Oc2ccc3c(c2)CCN(C2CCC2)CC3)CC1,basic,B,1,0,13.1215,0,4.7806,-0.346104207,-23.12227533,-17.44435946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.19462321,0,1,1,0.109493155,10.32320837,0.5,0,0,0.365148372,0,0,0,0,0.482744692,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708333333,0.966666667,0,0,0,0.204124145,0.262221206,0,0,0,4,2,8,9,0,0,0,5,71.283755
4675,O=C(N=Cc1ccccn1)C1CCCC1C(=O)N1CCCC1,4.400000095,O=C(N=Cc1cccc[nH+]1)C1CCCC1C(=O)N1CCCC1,O=C(N=Cc1ccccn1)C1CCCC1C(=O)N1CCCC1,basic,B,1,0,10.1435,0,3.8915,-0.898685468,-18.51806883,-15.00614245,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048144,0,0,0,0.209350491,9.415748945,0.5,0,0.2,0,0,0,0,0.316227766,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529411765,0.909090909,0,0,0,0,0.19972095,0,0,4,4,0,2,5,2,0,0,5,48.826653
4676,O=C(NC1CCC(N2CCCCC2)CC1)[C@H]1C[C@@H]1c1ccccc1,9.600000381,O=C(NC1CCC([NH+]2CCCCC2)CC1)[C@H]1C[C@@H]1c1ccccc1,O=C(NC1CCC(N2CCCCC2)CC1)[C@H]1C[C@@H]1c1ccccc1,basic,B,1,0,9.077,0.5631,2.7623,-0.086113767,-13.34034417,-13.42645793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.19360329,0,0,0,0.099130747,6.515268674,0.466666667,0,0,0,0,0,0,0.2,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.958333333,0,0,0,0.23570226,0.445582295,0,0,1,5,1,2,10,2,0,1,3,59.96579
4678,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,7.699999809,O=C(NC1CC[NH+](CCc2c[nH]c3ccccc23)CC1)c1ccccc1,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,basic,B,1,0,9.3802,1.2469,3.5503,-2.44708413,-16.63484704,-19.08193117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.20307841,0,0,0,0.138623367,9.647434204,0.5,0,0,0,0,0,0,0.447213595,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318181818,0.961538462,0,0,0,0,0.205323063,0,0,2,10,3,3,4,0,0,2,3,59.491825
4679,O=C(NCC1CCCC1)c1cnc(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,2.630000114,O=C(NCC1CCCC1)c1c[nH+]c(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,O=C(NCC1CCCC1)c1cnc(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,basic,B,1,0,9.0195,1.989,4.8403,-0.215248566,-24.78417782,-21.73009082,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.76518416,0,0,0,0.125313777,9.278492953,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0.368421053,0.75,0.11785113,0.013498731,0.003896748,0,0.145564489,0,0,3,7,2,2,4,1,0,2,4,55.575274
4681,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,9.295000076,O=C(NCC1CCCC[NH2+]1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,basic,B,1,0,11.5038,1.9853,6.1049,2.01085086,-32.28998566,-21.58467973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.73633344,0,0,0,0.1438893,6.076888973,0.461538462,0.111111111,0,0.447213595,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.588235294,0.535714286,0,0.038180177,0,0,0.082701022,0,0,1,5,1,6,4,0,0,2,3,51.20386
4682,O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,2.630000114,O=C(NCC1CCOCC1)c1c[nH+]c(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,basic,B,1,0,10.1371,1.8387,5.556,0.031548757,-28.39956979,-25.29452677,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.78182241,0,0,0,0.141475835,9.289311497,0.5,0,0,0.142857143,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0.368421053,0.75862069,0.11785113,0.013498731,0.003896748,0,0.13620012,0,0,3,7,2,4,2,1,0,2,5,56.377274
4683,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(Cl)c2)cc1C(F)(F)F,2.630000114,O=C(NCC1CCOCC1)c1c[nH+]c(Nc2cccc(Cl)c2)cc1C(F)(F)F,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(Cl)c2)cc1C(F)(F)F,basic,B,1,0,9.9066,1.4715,5.2139,-0.338910134,-26.18076004,-24.3664914,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02160729,0,0,0,0.153106258,9.291292713,0.466666667,0,0,0.142857143,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0.368421053,0.785714286,0.11785113,0.013498731,0.003896748,0,0.115003445,0,0,3,7,2,4,2,1,0,2,5,54.864067
4684,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(F)c2)cc1C(F)(F)F,2.630000114,O=C(NCC1CCOCC1)c1c[nH+]c(Nc2cccc(F)c2)cc1C(F)(F)F,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(F)c2)cc1C(F)(F)F,basic,B,1,0,10.3288,1.8842,5.5512,-0.525788719,-28.38295889,-26.29385755,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.55851844,0,0,0,0.159263198,9.291292713,0.466666667,0,0,0.142857143,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.368421053,0.785714286,0.11785113,0.013498731,0.003896748,0,0.094005418,0,0,3,7,2,4,2,1,0,2,5,53.241067
4685,O=C(NCCCCN1CCN(c2cccc(OCCF)c2)CC1)c1ccc2nonc2c1,7.46999979,O=C(NCCCC[NH+]1CCN(c2cccc(OCCF)c2)CC1)c1ccc2nonc2c1,O=C(NCCCCN1CCN(c2cccc(OCCF)c2)CC1)c1ccc2nonc2c1,basic,B,1,0,13.2333,0.6584,6.0816,-1.676123327,-28.85035851,-26.52339866,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.57768676,0,0,0,0.189770301,16.11433872,0.476190476,0,0,0.21821789,0,0,0,0.622630761,0.333333333,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.434782609,0.84375,0,0,0,0,0.137163707,0,0,1,11,1,8,2,0,0,1,4,67.613204
4686,O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc2nonc2c1,7.78000021,O=C(NCCCC[NH+]1CCN(c2ccccc2OCCF)CC1)c1ccc2nonc2c1,O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc2nonc2c1,basic,B,1,0,13.2611,0.655,6.0771,-1.674713193,-28.92526291,-25.8251673,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.57768676,0,0,0,0.189770301,16.12308289,0.5,0,0,0.226455407,0,0,0,0.622630761,0.333333333,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.434782609,0.84375,0,0,0,0,0.137163707,0,0,1,11,1,8,2,0,0,1,4,67.613204
4687,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,6.809999943,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,O=C(NCCC[NH+]1CCOCC1)c1ccc(Cl)cc1,basic,B,1,0,8.2592,0.6216,3.6581,0.775454111,-17.85807839,-16.08984226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.53223569,0,0,0,0.147352038,6.401397256,0.461538462,0,0,0.111111111,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.894736842,0,0,0,0,0.07766079,0,0,1,5,1,6,1,0,0,1,4,43.293067
4688,O=C(NCCCNC1CCCCC1)[C@H]1C[C@@H]1c1ccccc1,10.30000019,O=C(NCCC[NH2+]C1CCCCC1)[C@H]1C[C@@H]1c1ccccc1,O=C(NCCCNC1CCCCC1)[C@H]1C[C@@H]1c1ccccc1,basic,B,1,0,8.3954,1.0083,2.9327,0.444335564,-13.96503346,-13.5206979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.63830881,0,0,0,0.136999459,6.036964889,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947,0.954545455,0,0,0,0.23570226,0.360330023,0,0,1,5,1,2,8,2,0,2,3,55.112204
4690,O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,6.460000038,O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(NCC[NH+]1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,basic,B,1,0,10.0916,0.6528,4.2102,-0.997825048,-20.63489484,-20.87645793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.51371121,0,0,0,0.098522517,9.961735514,0.470588235,0,0,0,0,0,0,0.471404521,0.333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.315789474,0.88,0,0,0,0,0.12866288,0,0,1,11,1,6,0,0,0,1,4,54.281653
4691,O=C(NCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)cc1,6.429999828,O=C(NCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)cc1,O=C(NCC[NH+]1CCN(c2noc3ccccc23)CC1)c1ccc(F)cc1,basic,B,1,0,10.775,0.667,4.9581,-2.650693117,-23.61885755,-23.05045411,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.27010209,0,0,0,0.167343513,13.13395296,0.470588235,0,0,0.090909091,0,0,0,1.092048345,0.333333333,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.925925926,0,0,0,0,0.159013003,0,0,2,10,2,6,0,0,0,1,4,55.763653
4692,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,6.255000114,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,O=C(NCC[NH+]1CCOCC1)c1ccc(Cl)cc1,basic,B,1,0,7.904,0.6379,3.6499,0.511042065,-17.74741874,-16.24536329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.33753521,0,0,0,0.155055325,6.407971905,0.5,0,0,0.125,0,0,0,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.461538462,0.888888889,0,0,0,0,0.07766079,0,0,1,5,1,6,0,0,0,1,4,40.199481
4693,O=C(NCCc1ccccn1)C1=CCCC1C(=O)N1CCCC1,4.400000095,O=C(NCCc1cccc[nH+]1)C1=CCCC1C(=O)N1CCCC1,O=C(NCCc1ccccn1)C1=CCCC1C(=O)N1CCCC1,basic,B,1,0,10.03,0.7222,4.0857,-0.9708413,-19.38152486,-18.49696463,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77102864,0,0,0,0.198927752,9.402068829,0.461538462,0,0.2,0,0,0,0,0.298142397,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.913043478,0,0,0,0,0.166986101,0,0,3,5,1,3,5,1,0,1,5,51.920239
4694,O=C(NCCc1cccnc1)C1=CCCC1C(=O)N1CCCC1,4.400000095,O=C(NCCc1ccc[nH+]c1)C1=CCCC1C(=O)N1CCCC1,O=C(NCCc1cccnc1)C1=CCCC1C(=O)N1CCCC1,basic,B,1,0,10.0416,1.0084,4.1957,-0.971008604,-19.99438337,-18.83434512,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41300769,0,0,0,0.198927752,9.369259338,0.461538462,0,0.2,0,0,0,0,0.282842712,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.913043478,0,0,0,0,0.166986101,0,0,4,3,2,3,5,1,0,1,5,51.920239
4695,O=C(NCCc1ccncc1)C1=CCCC1C(=O)N1CCCC1,4.400000095,O=C(NCCc1cc[nH+]cc1)C1=CCCC1C(=O)N1CCCC1,O=C(NCCc1ccncc1)C1=CCCC1C(=O)N1CCCC1,basic,B,1,0,10.2808,0.8417,4.1763,-0.970650096,-19.92762906,-18.89428776,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41300769,0,0,0,0.198927752,9.359885198,0.461538462,0,0.2,0,0,0,0,0.269679945,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.913043478,0,0,0,0,0.166986101,0,0,4,3,2,3,5,1,0,1,5,51.920239
4696,O=C(NCc1ccc(F)cc1)c1cnc(Nc2cccc(Br)c2)cc1C(F)(F)F,2.630000114,O=C(NCc1ccc(F)cc1)c1c[nH+]c(Nc2cccc(Br)c2)cc1C(F)(F)F,O=C(NCc1ccc(F)cc1)c1cnc(Nc2cccc(Br)c2)cc1C(F)(F)F,basic,B,1,0,8.784,1.6023,4.6826,-1.976720841,-23.95994264,-24.26522467,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.77230096,0,0,0,0.115668168,9.292932852,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0.75862069,0.11785113,0.013498731,0.003896748,0,0.126535079,0,0,3,12,3,2,0,0,0,2,4,53.915102
4698,O=C(NCc1cccnc1)C1=CCCC1C(=O)N1CCCC1,4.400000095,O=C(NCc1ccc[nH+]c1)C1=CCCC1C(=O)N1CCCC1,O=C(NCc1cccnc1)C1=CCCC1C(=O)N1CCCC1,basic,B,1,0,9.4485,0.7998,4.0264,-1.237858509,-19.08967495,-18.49024857,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75255625,0,0,0,0.208247415,9.382905259,0.5,0,0.2,0,0,0,0,0.298142397,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235,0.909090909,0,0,0,0,0.166986101,0,0,4,3,2,3,4,1,0,1,5,48.826653
4700,O=C(NNc1ccc(Br)cc1)c1ccncc1,4.03000021,O=C(NNc1ccc(Br)cc1)c1cc[nH+]cc1,O=C(NNc1ccc(Br)cc1)c1ccncc1,basic,B,1,0,5.4482,1.758,3.241,-1.901027725,-15.36931166,-17.27033939,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2849,0,0,0,0.185635277,9.071626505,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.882352941,0,0,0,0,0.080865961,0,0,3,8,1,0,0,0,0,2,4,34.93993
4706,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,4.300000191,O=C(NOCCO)c1ccc2c[nH+]cn2c1Nc1ccc(I)cc1F,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,basic,B,1,0,7.6572,3.3314,5.4698,-1.879780115,-26.75064532,-26.41782983,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9601,0,0,0,0.192737227,12.74450153,0.461538462,0,0.166666667,0.666666667,0,0,0,1.190550789,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.125,0.64,0,0,0,0,0.159665053,0,0,3,9,1,2,0,0,0,3,4,50.208102
4709,O=C(N[C@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1)c1cccc2c1OCCO2,8.680000305,O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)[NH+]2Cc1ccccc1)c1cccc2c1OCCO2,O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1)c1cccc2c1OCCO2,basic,B,1,0,10.6355,0.919,3.9889,-2.70707457,-19.95714627,-21.59237572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.22093956,0,0,1,0.134322475,6.669821887,0.466666667,0,0,0.447213595,0,0,0,0.25,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434782609,0.964285714,0,0,0,0,0.388612685,0,0,1,10,2,3,7,0,0,1,3,62.422618
4723,O=C(Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1)c1ccccc1,7.389999866,O=C(Nc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1)c1ccccc1,O=C(Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1)c1ccccc1,basic,B,1,0,9.3989,1.3534,3.32,-6.287189293,-16.00468451,-22.2918738,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.353344,0,0,0,0.138814364,9.47125348,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966666667,0,0,0,0,0.135700836,0,0,1,22,3,0,0,0,0,2,4,62.531067
4727,O=C(Nc1cccc(OCc2cc(F)cc(F)c2)c1)C1CCN(c2ccncc2)CC1,9.199999809,O=C(Nc1cccc(OCc2cc(F)cc(F)c2)c1)C1CCN(c2cc[nH+]cc2)CC1,O=C(Nc1cccc(OCc2cc(F)cc(F)c2)c1)C1CCN(c2ccncc2)CC1,basic,B,1,0,12.4863,0.625,5.047,-2.921510516,-25.52237094,-28.44390535,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.61785225,0,0,0,0.128693549,9.57724104,0.5,0,0,0.166666667,0,0,0,0.447213595,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.903225806,0,0,0,0,0.136085122,0,0,3,14,1,3,2,1,0,1,4,63.594239
4728,O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ccncc2)CC1,8.899999619,O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2cc[nH+]cc2)CC1,O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ccncc2)CC1,basic,B,1,0,12.0425,0.6174,4.5693,-3.099211281,-22.72117591,-25.82038719,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.984641,0,0,0,0.134407655,9.57724848,0.473684211,0,0,0.166666667,0,0,0,0.447213595,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.933333333,0,0,0,0,0.131030821,0,0,3,14,1,3,2,1,0,1,4,63.704032
4729,O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ncccn2)CC1,6,O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2nccc[nH+]2)CC1,O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ncccn2)CC1,basic,B,1,0,12.7625,0.6254,5.2172,-3.106500956,-25.35112333,-24.74063098,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16694321,0,0,0,0.16581298,12.69684331,0.473684211,0,0,0.166666667,0,0,0,1.10520945,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.260869565,0.933333333,0,0,0,0,0.128526339,0,0,3,12,1,3,2,1,0,1,5,62.377239
